order_id,num_items,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2120017,19,149473,prior,11,0,9,7.0
1047813,5,141137,prior,19,3,15,4.0
256795,15,42418,prior,6,6,13,30.0
720420,25,78380,prior,25,0,12,7.0
2537075,12,148306,prior,26,6,12,15.0
3227469,4,37339,prior,9,4,13,6.0
1099060,3,129102,prior,6,2,16,2.0
724574,12,27654,prior,4,1,13,9.0
429900,7,167574,prior,9,0,7,10.0
1360782,9,50761,prior,18,2,21,5.0
1178442,13,168011,prior,21,5,11,5.0
605031,4,97891,prior,15,1,11,10.0
485943,9,114322,prior,1,4,17,
397519,16,57224,prior,2,5,13,30.0
593783,20,84567,prior,6,5,13,7.0
2859163,17,160499,prior,21,1,10,7.0
2125158,11,112057,prior,37,1,16,5.0
859086,4,125481,prior,14,2,14,7.0
1256472,8,132372,prior,41,0,9,2.0
1506988,8,100851,prior,13,5,14,21.0
3170972,2,114695,prior,38,4,15,2.0
2431974,11,176076,prior,93,1,23,1.0
1665184,5,3289,prior,6,5,15,15.0
1158604,5,93921,prior,16,4,11,30.0
201300,4,35874,prior,3,1,13,30.0
275527,6,28969,prior,2,6,21,10.0
102634,10,50790,prior,16,3,11,7.0
3245975,4,35475,prior,39,5,19,5.0
2405224,6,113016,prior,15,5,20,2.0
1168042,9,95642,prior,13,0,17,12.0
2517926,31,91925,prior,8,6,14,12.0
2634872,20,192444,prior,34,1,9,6.0
492616,9,176158,prior,44,5,12,28.0
2542187,4,128388,prior,32,4,20,0.0
1282872,8,138105,prior,1,1,9,
1500260,28,176974,prior,18,0,14,6.0
1931588,21,56717,prior,19,4,13,14.0
2155196,1,50369,prior,4,0,13,14.0
3154455,6,89102,prior,4,5,12,4.0
263910,24,116823,prior,3,0,9,30.0
212252,7,130262,prior,12,3,19,16.0
551590,6,12384,prior,1,0,13,
2454556,5,183036,prior,97,4,20,0.0
2189714,29,58146,prior,41,0,11,9.0
2548828,5,91403,prior,27,1,7,2.0
3205076,18,170647,prior,9,1,13,14.0
352322,30,135451,prior,37,2,10,18.0
3212588,21,31782,prior,1,5,10,
426765,4,101791,prior,16,6,14,16.0
2108723,11,184044,prior,8,0,16,6.0
426443,17,151445,prior,17,0,13,7.0
2535056,8,103126,prior,16,6,10,11.0
275937,13,166410,prior,7,2,15,14.0
1206265,2,73007,prior,2,5,13,3.0
1034862,3,74133,prior,2,2,14,7.0
270060,7,36464,prior,11,5,21,3.0
2959474,8,177951,prior,3,0,11,6.0
3143915,20,114247,prior,6,2,14,0.0
1312959,15,174389,prior,30,5,7,6.0
3320171,4,88834,prior,7,0,12,7.0
3067040,11,145770,prior,2,0,13,22.0
1224462,5,173924,prior,30,4,12,5.0
2613581,4,60341,prior,4,0,23,1.0
3285913,8,53722,prior,17,3,14,5.0
1289268,10,150367,prior,7,2,11,9.0
2271229,13,167710,prior,1,5,11,
1874922,25,55360,prior,29,1,18,5.0
2546643,11,91880,prior,68,4,10,3.0
1912345,8,190416,prior,32,6,12,1.0
1720714,28,93055,prior,8,2,15,13.0
2219029,8,150938,prior,6,1,13,4.0
3379952,19,138126,prior,81,2,19,0.0
1190247,6,57399,prior,11,5,10,8.0
1473720,25,11694,prior,4,4,15,30.0
2341308,13,166521,prior,21,6,21,13.0
954598,3,2125,prior,4,1,10,28.0
256635,3,175167,prior,50,2,15,3.0
2591082,4,148787,prior,43,4,16,3.0
269716,7,139420,prior,6,3,16,30.0
369329,5,65798,prior,18,5,21,5.0
3108534,10,72387,prior,10,6,12,28.0
3042779,8,170687,prior,4,4,16,9.0
1719022,5,134848,prior,18,5,11,9.0
3248650,3,72316,prior,4,3,9,9.0
2878758,4,22299,prior,55,4,15,2.0
2509988,6,166686,prior,42,6,14,6.0
3377013,23,4977,prior,11,6,8,22.0
1153996,16,64761,prior,43,0,11,6.0
1980879,4,178287,prior,9,1,10,7.0
1999366,12,159851,prior,2,2,8,30.0
2453267,24,38551,prior,53,2,6,4.0
92701,12,154147,prior,5,1,6,21.0
1421512,14,188347,prior,1,3,8,
244846,1,91313,prior,8,6,14,11.0
2308774,9,135974,prior,11,1,14,9.0
1265218,4,154702,prior,2,4,17,17.0
74286,13,62866,prior,62,2,19,3.0
2518975,9,139660,prior,99,6,12,9.0
934554,8,96775,prior,25,5,9,5.0
57828,20,66995,prior,8,4,8,12.0
2623823,5,186783,prior,10,0,11,10.0
1226791,15,39556,prior,11,0,14,3.0
472772,4,82277,prior,20,1,14,7.0
2806916,11,32339,prior,18,1,10,5.0
281409,23,117493,prior,10,4,12,7.0
558390,3,69151,prior,17,4,13,11.0
3296144,28,73526,prior,2,6,16,5.0
514848,1,423,prior,1,1,10,
2843135,15,72516,prior,13,6,17,5.0
2397259,10,133994,prior,10,0,17,16.0
2603745,8,25175,prior,44,1,16,6.0
1149258,17,109263,prior,59,0,9,4.0
2278537,12,31292,prior,14,0,16,3.0
2998916,10,204438,prior,5,6,15,9.0
1402384,8,65693,prior,11,4,13,30.0
253680,38,96608,prior,7,2,20,30.0
877298,4,158703,prior,1,1,16,
12303,10,68542,prior,8,6,8,6.0
1591996,13,74409,prior,9,3,16,7.0
1016979,8,44331,prior,27,6,13,11.0
874378,16,150312,prior,18,5,11,12.0
2506896,3,172652,prior,32,0,21,7.0
1496335,1,155478,prior,8,6,15,30.0
1537894,11,11290,prior,23,5,14,4.0
2963685,23,63574,prior,6,3,13,0.0
2489023,11,150466,prior,27,3,17,6.0
2719300,33,132673,prior,18,0,17,29.0
1313612,6,150002,prior,9,1,14,20.0
1459024,17,188910,prior,14,1,10,23.0
2094147,11,178778,prior,12,5,15,14.0
2762914,1,88425,prior,2,5,19,25.0
1073540,5,87350,prior,15,1,11,6.0
1565038,7,23042,prior,3,5,7,5.0
924970,8,121151,prior,12,2,16,19.0
315592,5,184629,prior,11,0,19,9.0
135449,6,115314,prior,68,3,9,2.0
1390303,4,111466,prior,81,2,9,2.0
1908295,15,200634,prior,9,6,17,6.0
39210,11,142659,prior,9,5,10,4.0
2318714,11,159904,prior,2,2,10,7.0
2626589,11,121984,prior,13,4,9,3.0
786056,1,71121,prior,2,5,13,8.0
2393202,2,74099,prior,30,4,13,1.0
750497,25,41551,prior,9,1,12,22.0
1036128,17,99457,prior,20,6,15,16.0
2057393,27,192609,prior,10,6,14,7.0
1267958,18,140668,prior,23,2,8,2.0
848171,13,40943,prior,28,0,23,3.0
2747263,27,151378,prior,38,0,20,6.0
984260,6,146895,prior,14,3,16,5.0
1632438,7,113299,prior,8,1,9,4.0
251422,19,165367,prior,7,0,8,8.0
2795141,11,2764,prior,24,5,11,6.0
2786961,6,53162,prior,18,4,15,8.0
3371599,9,77160,prior,42,5,18,7.0
1580517,1,50495,prior,3,2,10,15.0
2083033,6,61173,prior,2,6,15,5.0
1076640,4,110727,prior,12,5,6,4.0
611830,11,120547,prior,48,3,12,5.0
242304,1,42622,prior,36,3,8,8.0
3081751,4,45195,prior,34,3,7,10.0
1145571,12,181143,prior,9,3,17,30.0
2863320,12,94926,prior,16,4,17,30.0
1092312,8,135921,prior,28,6,22,6.0
1528447,6,198896,prior,50,1,10,7.0
3339908,2,32495,prior,8,1,16,3.0
2487588,10,89094,prior,40,0,7,13.0
245540,1,33998,prior,7,1,16,15.0
743478,13,34290,prior,5,6,10,7.0
1447566,5,108658,prior,4,4,17,9.0
1620245,9,146573,prior,9,6,15,7.0
1685439,9,100420,prior,16,0,16,7.0
768595,11,204658,prior,3,1,9,28.0
82865,34,42182,prior,53,5,14,2.0
1423758,11,90198,prior,27,3,12,25.0
2336955,7,89767,prior,8,2,15,21.0
350840,10,97916,prior,6,0,17,14.0
2332184,10,108690,prior,47,2,11,0.0
2207791,20,35702,prior,14,4,14,4.0
2910846,6,184021,prior,60,4,0,4.0
1166119,11,25263,prior,44,2,13,3.0
2364495,11,128316,prior,14,1,16,6.0
2297683,12,166813,prior,5,2,17,30.0
2482861,4,49001,prior,20,0,10,15.0
1008024,7,151414,prior,6,2,9,5.0
2460220,6,149611,prior,50,4,18,3.0
1704955,22,104680,prior,15,5,9,8.0
631660,1,34050,prior,17,4,14,0.0
953260,1,29813,prior,13,3,9,13.0
67737,6,7200,prior,9,1,12,19.0
2940583,11,197508,prior,5,6,8,7.0
160448,3,68072,prior,35,4,10,4.0
3094437,14,100169,prior,3,5,6,30.0
3166798,33,147480,prior,85,0,18,4.0
3141667,6,151282,prior,13,2,8,8.0
802332,7,112915,prior,6,5,16,7.0
936877,22,135245,prior,22,6,9,21.0
58363,15,174931,prior,58,2,12,6.0
3336882,5,42201,prior,53,1,10,10.0
3326739,26,48008,prior,1,0,10,
553915,23,165920,prior,1,0,14,
2435331,8,106376,prior,13,5,16,6.0
1072227,4,9751,prior,4,4,20,17.0
1057301,29,170808,prior,6,5,15,3.0
2378307,5,113835,prior,2,1,17,5.0
688104,11,168747,prior,7,0,13,30.0
1897343,1,9158,prior,98,6,9,4.0
870551,4,12964,prior,2,3,9,30.0
1750809,19,49664,prior,9,6,12,30.0
3414787,20,99817,prior,6,0,19,4.0
610461,16,150734,prior,22,2,15,17.0
903936,1,180583,prior,49,2,12,6.0
304038,20,137252,prior,6,0,12,19.0
2989862,8,65761,prior,19,2,19,7.0
1346273,13,1566,prior,11,1,9,7.0
502722,21,175696,prior,1,1,15,
1373380,3,51141,prior,60,3,7,2.0
1912111,27,68067,prior,5,4,14,7.0
1354422,16,124512,prior,14,0,19,0.0
2350711,5,142073,prior,58,1,7,3.0
565303,5,157414,prior,3,5,19,30.0
1190656,16,115016,prior,11,3,1,20.0
885520,9,97875,prior,2,1,12,7.0
1532597,3,13708,prior,5,0,13,30.0
1686049,8,28756,prior,2,5,23,11.0
1812471,2,12741,prior,13,6,17,30.0
848838,8,166662,prior,3,0,10,6.0
3367990,8,74188,prior,19,3,21,6.0
2833697,15,143098,prior,7,6,15,6.0
1448713,10,64972,prior,7,0,18,8.0
674152,20,104855,prior,75,6,5,3.0
936010,7,128359,prior,9,0,17,7.0
477973,5,35426,prior,6,0,16,19.0
3206573,23,137320,prior,1,3,15,
2112134,12,197328,prior,18,2,14,4.0
1221552,11,62725,prior,6,4,14,30.0
2289633,18,203229,prior,19,6,12,7.0
1162516,9,51831,prior,3,2,10,30.0
1964624,19,50805,prior,21,0,12,4.0
1427692,9,18037,prior,6,5,18,5.0
3265044,10,5562,prior,38,1,10,6.0
2148083,12,33631,prior,22,2,18,1.0
1363144,13,59880,prior,10,4,14,4.0
46150,4,121340,prior,13,3,13,24.0
476380,2,100812,prior,2,5,14,16.0
1356854,6,134599,prior,13,6,17,0.0
197028,1,201642,prior,20,1,16,3.0
3296422,4,134482,prior,42,5,16,1.0
2540727,15,195189,prior,45,4,17,7.0
2656092,18,6244,prior,11,0,16,12.0
159148,2,171207,prior,40,2,19,23.0
2867946,24,13473,prior,2,3,17,21.0
200565,18,19245,prior,1,0,11,
3298040,8,90162,prior,3,0,0,10.0
1752529,22,114807,prior,12,1,9,7.0
535329,3,171256,prior,19,5,12,7.0
216209,12,60324,prior,33,2,12,8.0
1283174,9,7184,prior,5,0,12,24.0
3142372,7,18518,prior,10,4,16,3.0
2758796,8,81279,prior,8,2,13,15.0
3338144,5,205037,prior,4,6,16,26.0
2247765,13,39599,prior,9,1,17,7.0
2654850,13,10521,prior,34,5,23,7.0
2207971,8,121140,prior,36,5,12,4.0
1329176,4,143697,prior,26,1,19,25.0
3094207,8,68631,prior,8,1,16,30.0
1165952,21,194836,prior,2,3,17,22.0
161622,28,146456,prior,6,6,10,6.0
1217244,8,85602,prior,30,2,15,1.0
756634,8,96875,prior,2,5,16,16.0
1848115,5,155329,prior,11,0,8,30.0
2833857,16,204506,prior,28,1,10,5.0
3346760,21,53704,prior,2,1,11,26.0
3182715,1,38886,prior,35,3,15,5.0
1111448,3,106069,prior,1,4,22,
2040972,1,20104,prior,3,0,15,30.0
2299682,13,55937,prior,7,2,10,12.0
355179,4,12930,prior,4,0,10,8.0
1420937,4,67072,prior,2,3,12,6.0
2733320,5,102629,prior,12,5,9,2.0
392703,16,140408,prior,6,3,16,8.0
1481278,7,9409,prior,5,0,13,10.0
2822601,14,60821,prior,11,6,15,7.0
1856722,6,123389,prior,30,1,9,7.0
2537903,5,128663,prior,7,1,11,6.0
692811,4,47213,prior,4,6,13,21.0
2478314,5,56221,prior,16,0,12,9.0
268515,1,98341,prior,9,4,8,8.0
98235,5,75322,prior,24,6,11,13.0
2154021,4,166877,prior,3,6,21,13.0
1092235,10,151595,prior,6,3,13,9.0
1236200,3,172662,prior,8,6,11,11.0
639041,12,131082,prior,28,5,15,9.0
62805,2,120923,prior,30,2,8,5.0
124405,7,197011,prior,5,5,13,3.0
252470,17,199002,prior,3,0,12,7.0
858893,7,157744,prior,2,3,16,14.0
2815484,6,107901,prior,49,0,10,3.0
1501437,5,95570,prior,10,0,14,3.0
3001793,7,92274,prior,3,3,22,16.0
1517680,1,69231,prior,20,1,13,24.0
2690754,5,110851,prior,66,6,19,5.0
201488,1,160783,prior,13,3,13,3.0
1171266,14,2522,prior,1,6,19,
908502,8,185220,prior,24,1,11,7.0
3359105,2,103931,prior,4,5,16,11.0
1190356,23,85899,prior,8,1,13,17.0
1118084,22,68713,prior,12,1,18,3.0
3332239,9,162523,prior,48,6,11,0.0
1710950,1,27664,prior,14,0,15,28.0
204911,4,38132,prior,11,0,18,5.0
2619312,24,62569,prior,12,3,19,19.0
119339,2,67028,prior,2,5,20,30.0
3189058,7,171244,prior,9,3,18,13.0
3216545,4,31748,prior,5,0,11,1.0
314665,8,201674,prior,2,2,18,4.0
3272925,5,41796,prior,6,6,11,30.0
1529687,36,21573,prior,11,1,16,4.0
3044337,11,167595,prior,10,2,16,7.0
2034374,2,100807,prior,11,2,10,13.0
1991136,17,102301,prior,36,0,19,6.0
1625470,18,196118,prior,4,1,10,5.0
2229222,10,60688,prior,15,0,14,21.0
1895414,16,65418,prior,8,6,8,5.0
1216389,7,186222,prior,1,6,15,
1769159,11,60706,prior,8,5,8,2.0
2723762,5,191832,prior,9,1,16,0.0
2634035,3,103291,prior,2,1,22,8.0
1930201,21,54817,prior,60,3,7,9.0
1690102,10,114747,prior,70,0,9,4.0
3351368,21,72709,prior,30,3,7,8.0
1979136,5,125705,prior,2,3,12,3.0
3106065,5,38462,prior,53,2,19,2.0
3171920,21,111550,prior,31,2,9,8.0
1302062,9,106559,prior,11,3,11,6.0
861028,2,40512,prior,5,1,19,30.0
828872,1,17270,prior,8,0,18,6.0
3332023,4,105308,prior,4,1,12,7.0
4200,2,190529,prior,1,4,22,
616386,9,180247,prior,2,0,14,8.0
821921,7,98469,prior,10,5,12,1.0
2848426,10,145012,prior,3,0,9,30.0
1810578,9,124937,prior,94,6,10,3.0
564352,2,166775,prior,13,4,14,20.0
401757,1,194621,prior,13,0,7,27.0
3279909,7,409,prior,53,2,9,5.0
493235,21,140785,prior,1,3,13,
3313599,11,50652,prior,21,2,17,2.0
660093,19,51713,prior,9,5,12,7.0
1701776,16,173837,prior,10,1,10,13.0
3010142,15,165233,prior,1,4,10,
1827441,31,203318,prior,55,2,16,6.0
3293970,5,94192,prior,20,2,12,4.0
2335618,12,147377,prior,10,1,13,6.0
1885555,12,116222,prior,2,3,13,30.0
1838727,5,90727,prior,7,5,10,8.0
287993,4,103498,prior,1,1,15,
176766,8,91731,prior,58,6,15,4.0
981654,24,198227,prior,3,2,9,12.0
2787548,32,12190,prior,14,2,10,6.0
1939675,14,152477,prior,32,0,12,5.0
2184002,6,140665,prior,74,4,13,3.0
1501540,5,126953,prior,1,0,23,
2288341,12,2546,prior,29,2,8,7.0
1728422,3,1742,prior,25,3,20,1.0
1491224,12,78573,prior,1,4,8,
2501399,5,104253,prior,15,2,9,14.0
872578,2,110268,prior,7,1,22,30.0
2964198,10,2986,prior,10,1,17,4.0
2089187,19,94517,prior,10,6,7,5.0
1188356,3,77553,prior,10,0,8,20.0
1669943,16,161533,prior,11,6,16,11.0
2964547,3,119636,prior,8,6,19,4.0
373173,9,28649,prior,2,3,10,1.0
2612483,18,24020,prior,21,2,9,10.0
1216712,8,164881,prior,4,0,20,30.0
1001701,19,175950,prior,66,4,15,1.0
2584126,5,170284,prior,55,1,12,7.0
1487676,13,155197,prior,1,1,16,
2549393,6,28525,prior,14,2,17,4.0
2363417,8,24704,prior,22,2,17,7.0
2583479,4,133002,prior,5,0,8,4.0
1985739,11,163783,prior,7,2,14,15.0
597152,15,203033,prior,12,6,8,5.0
2573998,27,74348,prior,13,5,10,8.0
1396362,12,3495,prior,1,0,18,
2492462,6,46457,prior,22,2,13,10.0
3133601,7,81248,prior,3,1,17,8.0
798303,34,78066,prior,2,0,21,22.0
2981148,13,185692,prior,49,3,12,11.0
702566,7,194348,prior,1,2,7,
201737,11,73765,prior,16,1,10,4.0
206730,21,89712,prior,3,1,15,13.0
1666355,11,34262,prior,20,1,10,5.0
2812586,22,14493,prior,31,3,12,5.0
1689248,5,172661,prior,37,0,13,4.0
2571752,6,119627,prior,23,4,11,3.0
1827070,21,127137,prior,8,4,11,7.0
1870293,10,97169,prior,14,4,16,13.0
1869779,25,3298,prior,30,0,0,6.0
1313718,10,14891,prior,39,0,16,2.0
268916,7,6482,prior,17,4,12,2.0
1776164,3,130211,prior,11,5,14,2.0
471967,12,43736,prior,13,3,20,9.0
853028,6,182952,prior,9,3,13,3.0
716796,4,21436,prior,50,6,0,8.0
2484283,8,13116,prior,3,3,17,8.0
1265425,9,49268,prior,11,3,16,17.0
3314051,3,15783,prior,14,2,10,10.0
54033,7,96918,prior,19,4,15,3.0
3396265,14,46033,prior,27,6,7,6.0
982658,5,115925,prior,41,4,11,3.0
3228119,2,99069,prior,16,2,11,1.0
89097,10,113736,prior,4,3,19,3.0
2182315,4,11821,prior,7,2,19,30.0
586828,3,50194,prior,29,1,9,7.0
1735267,9,158728,prior,7,6,14,6.0
939485,12,60881,prior,14,6,19,12.0
1158594,2,174598,prior,11,5,13,10.0
1559906,8,13299,prior,6,3,10,7.0
3160542,6,163662,prior,20,1,17,8.0
2336526,5,16069,prior,6,0,11,30.0
331289,10,145947,prior,5,3,20,26.0
1180954,6,6624,prior,7,1,8,1.0
361580,10,11515,prior,6,6,16,18.0
2207829,7,29160,prior,9,5,11,3.0
408492,3,118401,prior,13,6,14,0.0
1018803,11,169640,prior,11,5,13,19.0
2702198,18,180491,prior,43,1,8,2.0
573785,7,135019,prior,30,4,9,4.0
2508510,15,1527,prior,48,1,9,3.0
2212761,15,205444,prior,4,2,12,30.0
2448322,18,117939,prior,11,2,8,22.0
1389322,6,98025,prior,3,2,10,14.0
2231159,11,59744,prior,30,5,21,8.0
1733011,14,110485,prior,11,2,9,5.0
826386,4,113660,prior,56,3,9,3.0
168054,8,177128,prior,31,0,11,14.0
1071178,10,9637,prior,5,1,10,15.0
3256282,19,19773,prior,5,4,3,19.0
2064325,3,143182,prior,15,5,10,7.0
1681558,15,169030,prior,30,4,15,10.0
1305410,4,646,prior,9,6,16,5.0
2379462,3,17047,prior,29,2,20,1.0
1606957,6,45358,prior,5,1,9,17.0
882191,7,138640,prior,5,2,12,6.0
2650337,20,132519,prior,14,3,13,16.0
2660533,5,184338,prior,3,4,18,7.0
2784888,6,87401,prior,7,0,13,3.0
1930720,43,193056,prior,16,0,8,10.0
1267922,1,186442,prior,11,0,16,28.0
3165447,7,44402,prior,8,5,20,2.0
618569,12,65418,prior,10,2,10,5.0
614815,6,108333,prior,2,4,9,30.0
2794752,4,160599,prior,7,6,23,6.0
3126135,1,163954,prior,8,1,15,6.0
1729542,6,136406,prior,1,6,11,
2755,4,105670,prior,12,4,17,20.0
1186459,12,42284,prior,11,0,15,10.0
1681399,5,106551,prior,4,6,13,19.0
2639860,13,112185,prior,3,0,9,5.0
714496,3,56325,prior,55,1,16,2.0
2907140,3,89057,prior,16,0,12,30.0
2148717,12,59797,prior,4,0,11,7.0
1864117,12,36556,prior,1,6,21,
2515653,3,121609,prior,16,4,22,4.0
2135423,5,22728,prior,5,1,18,13.0
1628392,8,175583,prior,5,3,9,3.0
2060479,3,202967,prior,7,5,8,8.0
288823,10,135943,prior,3,1,13,9.0
2989947,6,182395,prior,1,6,14,
2899775,9,14868,prior,32,5,9,2.0
2027192,22,80463,prior,3,1,13,6.0
967266,10,9029,prior,19,1,22,8.0
1547009,7,65334,prior,2,3,12,24.0
3219010,4,53488,prior,9,5,12,3.0
963933,19,98662,prior,10,6,13,20.0
835177,3,116908,prior,7,2,16,30.0
3193076,4,32540,prior,35,2,9,7.0
1403928,5,46332,prior,3,6,8,9.0
3378483,12,99887,prior,10,2,13,3.0
2391175,2,100453,prior,5,4,11,6.0
1369487,26,92964,prior,13,1,10,7.0
246608,11,80995,prior,3,2,21,9.0
979648,14,137121,prior,10,3,9,6.0
912352,21,180075,prior,62,0,11,5.0
2233171,3,97526,prior,33,0,23,2.0
2440613,6,33686,prior,13,0,16,26.0
2371320,2,178713,prior,4,4,13,6.0
2173791,22,87063,prior,6,3,22,5.0
1655709,1,192176,prior,2,4,10,1.0
1005860,8,140021,prior,5,6,14,4.0
2492490,5,51182,prior,2,3,18,15.0
2764249,17,172253,prior,7,4,17,12.0
1716033,8,5514,prior,15,6,9,16.0
3141890,25,100489,prior,10,1,18,27.0
383825,5,181166,prior,1,6,12,
162062,12,4030,prior,32,3,14,4.0
2164069,9,85571,prior,4,5,18,30.0
497869,3,48229,prior,2,4,11,15.0
2967606,11,64284,prior,9,4,8,6.0
953201,4,120521,prior,24,3,17,10.0
3114708,4,68721,prior,6,1,0,11.0
2822008,5,50936,prior,8,5,21,7.0
807457,3,20743,prior,8,5,11,30.0
1806983,6,44403,prior,2,5,15,5.0
2680551,11,40275,prior,6,6,18,30.0
1773209,26,24281,prior,5,2,7,29.0
2690268,2,127220,prior,72,2,9,3.0
385159,7,49626,prior,1,3,19,
1185170,3,160857,prior,19,2,12,7.0
1181772,12,145024,prior,9,1,17,7.0
2806521,16,178558,prior,58,0,17,4.0
2671105,12,141662,prior,7,0,17,12.0
1257827,14,42399,prior,23,5,16,13.0
215217,12,138289,prior,33,0,17,4.0
2177546,14,109119,prior,2,4,16,12.0
2277606,3,193171,prior,9,1,20,14.0
2797898,7,146058,prior,4,5,12,30.0
2427543,5,1473,prior,1,1,19,
2765974,17,55835,prior,11,1,14,14.0
2676112,22,161967,prior,15,6,23,9.0
2902291,6,98857,prior,6,5,15,9.0
1179679,3,158765,prior,4,1,10,4.0
888462,6,21617,prior,20,0,10,3.0
1318468,4,184783,prior,3,3,16,17.0
1668676,18,59651,prior,12,6,10,12.0
2416945,16,83326,prior,53,5,19,1.0
1713346,5,20982,prior,5,6,11,30.0
1844880,10,160330,prior,12,2,12,11.0
1134374,14,155930,prior,4,0,13,8.0
95386,22,11808,prior,12,5,12,5.0
815561,8,178105,prior,7,2,18,27.0
2523753,9,30491,prior,8,2,12,8.0
1159055,7,168497,prior,45,5,6,1.0
2819864,30,194573,prior,68,3,16,7.0
503883,4,137227,prior,10,2,10,1.0
877014,14,188682,prior,7,5,11,18.0
2658623,15,193481,prior,3,2,14,5.0
3219038,27,62376,prior,5,5,13,24.0
2435479,16,94800,prior,6,1,12,6.0
2797040,10,194605,prior,11,5,10,5.0
2121764,2,67298,prior,2,1,13,30.0
3305879,5,177306,prior,6,5,17,4.0
1325843,5,201073,prior,3,1,9,15.0
2532239,1,144041,prior,2,0,12,23.0
2574795,19,69974,prior,74,3,19,2.0
1845879,8,129652,prior,6,3,9,1.0
3238475,1,149981,prior,8,0,20,2.0
634846,4,165209,prior,5,0,15,9.0
558786,7,104304,prior,43,0,9,6.0
3305433,35,35270,prior,8,1,11,3.0
737109,14,197715,prior,7,0,16,7.0
1749684,8,114103,prior,6,5,19,12.0
1065326,7,171236,prior,73,2,21,1.0
337938,7,56988,prior,24,3,14,4.0
2836807,20,79350,prior,38,0,9,8.0
34705,2,280,prior,26,6,20,5.0
1795348,37,120240,prior,9,6,20,16.0
1211765,9,138163,prior,8,0,7,6.0
2686691,4,152929,prior,45,2,14,1.0
1505080,12,159330,prior,16,2,13,23.0
807254,2,134545,prior,1,6,18,
1228626,25,83659,prior,48,0,14,5.0
917580,13,115618,prior,4,5,3,8.0
1893655,11,173132,prior,86,3,9,0.0
1354966,6,109118,prior,15,5,8,2.0
1846821,6,135668,prior,4,3,21,15.0
1928714,7,181022,prior,4,6,10,30.0
2730158,10,48582,prior,3,0,12,30.0
873055,6,128494,prior,14,4,13,1.0
131282,2,73852,prior,1,2,13,
494593,18,174479,prior,5,4,16,30.0
1709834,1,113760,prior,69,6,15,0.0
727596,9,187388,prior,14,3,21,2.0
999235,15,100244,prior,21,0,17,7.0
1563755,4,39424,prior,12,6,9,5.0
3197996,11,37879,prior,28,1,7,8.0
845776,7,59631,prior,13,1,17,9.0
2139925,32,6800,prior,14,2,18,15.0
2680684,7,114153,prior,4,3,15,29.0
2676984,2,178818,prior,4,4,14,9.0
2396159,4,98167,prior,9,2,10,30.0
3390236,5,90815,prior,44,2,13,4.0
1479956,2,12225,prior,1,3,22,
1024435,7,95968,prior,6,4,18,2.0
2012093,29,4961,prior,3,0,9,19.0
240924,12,32667,prior,73,4,21,3.0
1051085,6,23280,prior,10,1,19,28.0
3115616,3,200141,prior,16,6,16,2.0
1605600,16,43543,prior,21,6,15,6.0
2821070,1,56496,prior,2,2,15,13.0
2642391,10,70998,prior,11,3,14,18.0
1619089,1,72688,prior,2,2,12,12.0
2238423,21,61221,prior,36,0,16,4.0
1026372,5,170217,prior,83,4,16,1.0
155001,3,197023,prior,2,5,10,30.0
3345160,7,179470,prior,18,5,6,25.0
3089896,3,185286,prior,13,1,19,4.0
3031009,1,28439,prior,7,2,16,18.0
494335,21,159255,prior,25,5,17,18.0
1386819,3,94792,prior,17,2,10,6.0
1141326,21,160521,prior,14,2,16,12.0
3147668,12,88525,prior,13,0,6,5.0
2658044,10,185005,prior,13,0,15,10.0
613793,19,36682,prior,43,4,18,5.0
2255738,5,26834,prior,8,2,9,7.0
851535,12,202049,prior,36,6,19,6.0
950897,14,57191,prior,4,6,11,5.0
780551,13,21313,prior,10,4,7,3.0
2469360,2,21269,prior,21,1,11,2.0
2874413,6,142028,prior,41,5,7,4.0
3292098,11,40377,prior,28,5,16,0.0
2447567,22,97240,prior,10,2,13,9.0
2405761,12,3981,prior,7,6,19,13.0
3241456,17,199967,prior,12,2,8,3.0
2255278,9,48741,prior,1,0,10,
1399243,9,141257,prior,21,0,17,8.0
3184100,6,53345,prior,6,2,18,21.0
38488,1,185874,prior,2,6,20,30.0
2943100,13,151843,prior,43,6,18,4.0
1407458,2,172953,prior,5,3,17,2.0
2549296,5,202723,prior,6,5,8,8.0
1376296,25,53387,prior,9,6,11,30.0
960083,3,173287,prior,7,4,14,30.0
733008,41,149869,prior,36,1,8,8.0
992661,7,184925,prior,1,0,17,
3388921,3,48624,prior,1,4,7,
715207,1,178806,prior,2,2,12,22.0
404697,11,52276,prior,3,1,14,28.0
273716,6,130782,prior,5,0,16,30.0
1928194,15,134230,prior,3,6,10,12.0
1281358,8,115750,prior,23,0,17,10.0
297476,3,38397,prior,6,2,13,8.0
167141,12,193988,prior,4,1,0,7.0
2995530,5,100720,prior,20,5,16,5.0
2474348,2,88781,prior,8,4,14,17.0
2449133,12,16035,prior,90,1,14,3.0
787367,2,118650,prior,13,1,13,7.0
845388,7,54244,prior,3,3,16,14.0
797551,17,47274,prior,39,5,19,10.0
2295233,8,196541,prior,2,1,17,7.0
77437,10,187163,prior,19,1,9,7.0
2713886,13,71498,prior,16,5,16,4.0
2298847,19,76314,prior,30,0,14,14.0
857780,20,35269,prior,59,3,15,6.0
3319620,6,199444,prior,2,2,20,30.0
737943,16,87570,prior,4,3,13,30.0
